0	1	2
12	29	0.00439114
13	28	0.00439114
14	84	0.00389716
52	60	0.00378895
29	43	0.00375055
66	100	0.0037422
12	76	0.00365486
121	137	0.0035286
12	34	0.00338555
41	92	0.00334789
40	93	0.00334789
51	75	0.00312312
12	54	0.00298983
104	121	0.00294546
105	120	0.00294546
43	77	0.00293723
98	104	0.00271746
36	56	0.00250921
28	134	0.00238889
10	127	0.00233147
11	126	0.00233147
11	92	0.00227276
10	93	0.00227276
82	92	0.00221216
12	28	0.00219557
65	115	0.00205753
93	127	0.00203797
29	42	0.00187527
28	43	0.00187527
23	45	0.00177398
121	136	0.0017643
120	137	0.0017643
40	92	0.00167395
57	69	0.00164348
51	74	0.00156156
50	75	0.00156156
23	63	0.00151425
104	120	0.00147273
42	77	0.00146862
43	76	0.00146862
127	141	0.00142961
13	135	0.00141565
57	111	0.00138664
5	127	0.00138164
75	91	-0.00132485
10	126	0.00116574
10	92	0.00113638
33	127	0.00110238
85	127	0.00105796
41	127	0.00105233
64	115	0.00102877
65	114	0.00102877
93	126	0.00101899
92	127	0.00101899
107	115	0.000996392
19	131	-0.000980475
1	99	0.000979551
19	27	0.000968087
28	42	0.000937637
22	45	0.00088699
23	44	0.00088699
120	136	0.00088215
19	85	0.000835294
11	41	0.000828304
56	69	0.00082174
57	68	0.00082174
91	133	0.000816571
50	74	0.00078078
22	63	0.000757127
23	62	0.000757127
42	76	0.000734308
73	115	0.000730822
127	140	0.000714805
126	141	0.000714805
13	134	0.000707823
12	135	0.000707823
56	111	0.000693318
57	110	0.000693318
4	127	0.000690819
5	126	0.000690819
74	91	-0.000662423
75	90	-0.000662423
55	77	0.000574472
15	83	0.000558678
33	126	0.000551189
32	127	0.000551189
83	85	0.000532829
85	126	0.000528978
84	127	0.000528978
35	135	0.000528627
41	126	0.000526167
40	127	0.000526167
105	139	0.000518396
64	114	0.000514383
129	133	0.000511407
92	126	0.000509493
11	83	0.000500224
106	115	0.000498196
107	114	0.000498196
18	131	-0.000490237
19	130	-0.000490237
0	99	0.000489776
1	98	0.000489776
18	27	0.000484044
19	26	0.000484044
13	43	0.000443884
22	44	0.000443495
19	84	0.000417647
18	85	0.000417647
11	40	0.000414152
10	41	0.000414152
56	68	0.00041087
90	133	0.000408286
91	132	0.000408286
22	62	0.000378563
72	115	0.000365411
73	114	0.000365411
126	140	0.000357403
35	55	0.000354638
12	134	0.000353912
56	110	0.000346659
4	126	0.00034541
74	90	-0.000331212
33	141	0.000325349
67	91	0.000319849
1	121	0.000306492
1	137	0.000304906
54	77	0.000287236
55	76	0.000287236
15	82	0.000279339
14	83	0.000279339
32	126	0.000275595
82	85	0.000266414
83	84	0.000266414
84	126	0.000264489
34	135	0.000264314
35	134	0.000264314
40	126	0.000263083
104	139	0.000259198
105	138	0.000259198
15	31	0.000255928
129	132	0.000255704
128	133	0.000255704
5	101	0.000255446
10	83	0.000250112
11	82	0.000250112
106	114	0.000249098
19	91	0.000247692
18	130	-0.000245119
0	98	0.000244888
15	127	0.000242963
18	26	0.000242022
63	127	0.000231441
91	129	0.000227516
13	42	0.000221942
12	43	0.000221942
11	63	0.000214619
1	105	0.000208861
18	84	0.000208823
10	40	0.000207076
31	81	0.000206884
55	135	0.000205417
90	132	0.000204143
25	145	0.000203175
99	125	0.000191604
72	114	0.000182706
91	101	0.000178764
34	55	0.000177319
35	54	0.000177319
33	140	0.000162674
32	141	0.000162674
67	90	0.000159925
66	91	0.000159925
101	125	0.000159268
1	120	0.000153246
0	121	0.000153246
0	137	0.000152453
1	136	0.000152453
63	85	0.000146978
54	76	0.000143618
11	15	0.00014052
14	82	0.00013967
65	133	0.000139271
82	84	0.000133207
34	134	0.000132157
104	138	0.000129599
65	129	0.000128902
15	30	0.000127964
14	31	0.000127964
128	132	0.000127852
4	101	0.000127723
5	100	0.000127723
35	43	0.000127351
10	82	0.000125056
18	91	0.000123846
19	90	0.000123846
47	91	-0.00012216
15	126	0.000121481
14	127	0.000121481
62	127	0.00011572
63	126	0.00011572
90	129	0.000113758
91	128	0.000113758
12	42	0.000110971
79	143	0.000108285
10	63	0.00010731
11	62	0.00010731
0	105	0.000104431
1	104	0.000104431
107	129	0.00010359
31	80	0.000103442
30	81	0.000103442
25	121	0.000102738
54	135	0.000102708
55	134	0.000102708
24	145	0.000101587
25	144	0.000101587
13	127	9.98157e-05
25	141	9.95437e-05
47	133	-9.63306e-05
98	125	9.58022e-05
99	124	9.58022e-05
15	81	9.48877e-05
33	63	9.47167e-05
65	91	9.28638e-05
15	19	8.99121e-05
91	100	8.93819e-05
90	101	8.93819e-05
34	54	8.86596e-05
105	125	8.40639e-05
91	131	-8.33982e-05
32	140	8.13372e-05
45	63	8.11042e-05
66	90	7.99623e-05
100	125	7.96339e-05
101	124	7.96339e-05
13	33	7.90792e-05
75	105	-7.78216e-05
83	127	7.74349e-05
0	120	7.6623e-05
125	131	-7.64859e-05
0	136	7.62265e-05
77	129	7.36264e-05
63	84	7.3489e-05
62	85	7.3489e-05
19	47	-7.22567e-05
11	14	7.02598e-05
10	15	7.02598e-05
65	132	6.96355e-05
64	133	6.96355e-05
64	129	6.44512e-05
65	128	6.44512e-05
33	45	6.41915e-05
14	30	6.39821e-05
4	100	6.38616e-05
34	43	6.36757e-05
35	42	6.36757e-05
33	77	6.25856e-05
18	90	6.1923e-05
47	90	-6.10801e-05
46	91	-6.10801e-05
14	126	6.07407e-05
41	55	6.03599e-05
62	126	5.78602e-05
1	125	5.73792e-05
90	128	5.68789e-05
25	127	5.61558e-05
79	142	5.41427e-05
78	143	5.41427e-05
10	62	5.36549e-05
0	104	5.22154e-05
107	128	5.1795e-05
106	129	5.1795e-05
30	80	5.17211e-05
25	120	5.13688e-05
24	121	5.13688e-05
54	134	5.13542e-05
24	144	5.07937e-05
12	127	4.99078e-05
13	126	4.99078e-05
25	140	4.97719e-05
24	141	4.97719e-05
46	133	-4.81653e-05
47	132	-4.81653e-05
98	124	4.79011e-05
77	127	4.7686e-05
15	80	4.74439e-05
14	81	4.74439e-05
33	62	4.73583e-05
32	63	4.73583e-05
64	91	4.64319e-05
65	90	4.64319e-05
49	143	4.56831e-05
29	55	4.53897e-05
14	19	4.49561e-05
15	18	4.49561e-05
90	100	4.4691e-05
5	143	4.44948e-05
13	141	4.30829e-05
45	91	4.22026e-05
105	124	4.20319e-05
104	125	4.20319e-05
91	130	-4.16991e-05
90	131	-4.16991e-05
85	143	4.16524e-05
131	149	-4.08369e-05
44	63	4.05521e-05
45	62	4.05521e-05
100	124	3.98169e-05
13	32	3.95396e-05
12	33	3.95396e-05
105	137	3.9359e-05
74	105	-3.89108e-05
75	104	-3.89108e-05
83	126	3.87175e-05
82	127	3.87175e-05
25	81	3.85052e-05
124	131	-3.82429e-05
125	130	-3.82429e-05
76	129	3.68132e-05
77	128	3.68132e-05
62	84	3.67445e-05
31	83	3.65842e-05
49	125	3.64184e-05
18	47	-3.61283e-05
19	46	-3.61283e-05
25	105	3.58299e-05
29	129	3.52813e-05
10	14	3.51299e-05
64	132	3.48177e-05
79	81	3.40953e-05
35	77	3.34265e-05
19	49	3.28294e-05
64	128	3.22256e-05
33	44	3.20958e-05
32	45	3.20958e-05
34	42	3.18378e-05
33	76	3.12928e-05
32	77	3.12928e-05
5	141	3.11666e-05
91	123	3.10633e-05
46	90	-3.054e-05
63	77	3.01952e-05
41	54	3.01799e-05
40	55	3.01799e-05
41	83	3.00019e-05
0	125	2.86896e-05
1	124	2.86896e-05
33	101	2.85648e-05
31	85	2.83139e-05
25	126	2.80779e-05
24	127	2.80779e-05
15	63	2.75234e-05
78	142	2.70714e-05
29	35	2.62278e-05
106	128	2.58975e-05
24	120	2.56844e-05
63	141	2.51265e-05
12	126	2.49539e-05
24	140	2.48859e-05
37	111	2.42921e-05
33	91	2.42764e-05
46	132	-2.40827e-05
76	127	2.3843e-05
77	126	2.3843e-05
14	80	2.37219e-05
32	62	2.36792e-05
5	67	2.36348e-05
11	33	2.33019e-05
64	90	2.3216e-05
11	85	2.29144e-05
81	85	2.29117e-05
49	142	2.28415e-05
48	143	2.28415e-05
29	54	2.26948e-05
28	55	2.26948e-05
14	18	2.2478e-05
5	142	2.22474e-05
4	143	2.22474e-05
49	99	2.1709e-05
45	101	2.16837e-05
25	33	2.16055e-05
12	141	2.15414e-05
13	140	2.15414e-05
44	91	2.11013e-05
45	90	2.11013e-05
104	124	2.1016e-05
90	130	-2.08496e-05
84	143	2.08262e-05
85	142	2.08262e-05
131	148	-2.04185e-05
130	149	-2.04185e-05
44	62	2.0276e-05
65	107	2.01617e-05
3	51	1.98854e-05
65	73	1.97703e-05
12	32	1.97698e-05
104	137	1.96795e-05
105	136	1.96795e-05
39	63	1.96268e-05
74	104	-1.94554e-05
82	126	1.93587e-05
24	81	1.92526e-05
25	80	1.92526e-05
124	130	-1.91215e-05
45	85	1.88557e-05
59	85	1.88361e-05
127	143	1.88262e-05
76	128	1.84066e-05
31	82	1.82921e-05
30	83	1.82921e-05
49	124	1.82092e-05
48	125	1.82092e-05
25	63	1.81108e-05
18	46	-1.80642e-05
25	85	1.7943e-05
25	104	1.7915e-05
24	105	1.7915e-05
55	93	1.77332e-05
28	129	1.76407e-05
29	128	1.76407e-05
5	79	1.76337e-05
23	81	1.76177e-05
71	125	1.75039e-05
78	81	1.70477e-05
79	80	1.70477e-05
23	25	1.68741e-05
35	76	1.67132e-05
34	77	1.67132e-05
19	48	1.64147e-05
18	49	1.64147e-05
5	41	1.60588e-05
32	44	1.60479e-05
32	76	1.56464e-05
4	141	1.55833e-05
5	140	1.55833e-05
91	122	1.55317e-05
90	123	1.55317e-05
25	99	1.54258e-05
121	125	1.52899e-05
63	76	1.50976e-05
62	77	1.50976e-05
40	54	1.509e-05
41	82	1.50009e-05
40	83	1.50009e-05
23	141	1.46208e-05
25	117	1.46042e-05
91	125	1.45877e-05
125	137	1.43811e-05
0	124	1.43448e-05
33	100	1.42824e-05
32	101	1.42824e-05
47	149	-1.42631e-05
30	85	1.41569e-05
31	84	1.41569e-05
24	126	1.40389e-05
83	143	1.37932e-05
14	63	1.37617e-05
15	62	1.37617e-05
47	125	-1.37098e-05
129	135	1.36296e-05
5	93	1.33725e-05
67	125	1.3307e-05
28	35	1.31139e-05
29	34	1.31139e-05
67	127	1.29873e-05
63	140	1.25632e-05
62	141	1.25632e-05
1	149	1.24984e-05
141	143	1.24867e-05
75	127	-1.24241e-05
45	77	1.2149e-05
36	111	1.2146e-05
37	110	1.2146e-05
32	91	1.21382e-05
33	90	1.21382e-05
33	145	1.21125e-05
55	129	1.19914e-05
76	126	1.19215e-05
4	67	1.18174e-05
5	66	1.18174e-05
11	32	1.16509e-05
10	33	1.16509e-05
10	85	1.14572e-05
11	84	1.14572e-05
81	84	1.14559e-05
80	85	1.14559e-05
48	142	1.14208e-05
28	54	1.13474e-05
65	69	1.13076e-05
13	93	1.11244e-05
4	142	1.11237e-05
33	67	1.10987e-05
101	123	1.09783e-05
49	98	1.08545e-05
48	99	1.08545e-05
45	100	1.08419e-05
44	101	1.08419e-05
25	32	1.08027e-05
24	33	1.08027e-05
12	140	1.07707e-05
55	65	1.07362e-05
55	127	1.05653e-05
44	90	1.05507e-05
71	131	-1.04973e-05
91	105	1.04211e-05
84	142	1.04131e-05
130	148	-1.02092e-05
25	143	1.01093e-05
64	107	1.00808e-05
65	106	1.00808e-05
2	51	9.94268e-06
3	50	9.94268e-06
65	72	9.88516e-06
64	73	9.88516e-06
104	136	9.83975e-06
39	62	9.81342e-06
38	63	9.81342e-06
24	80	9.62629e-06
45	84	9.42787e-06
44	85	9.42787e-06
59	84	9.41807e-06
58	85	9.41807e-06
126	143	9.41312e-06
127	142	9.41312e-06
33	55	9.2546e-06
33	65	9.23139e-06
49	137	9.15335e-06
30	82	9.14604e-06
48	124	9.10459e-06
25	62	9.05538e-06
24	63	9.05538e-06
25	84	8.97148e-06
24	85	8.97148e-06
24	104	8.95749e-06
55	92	8.86659e-06
54	93	8.86659e-06
28	128	8.82033e-06
4	79	8.81684e-06
5	78	8.81684e-06
22	81	8.80887e-06
23	80	8.80887e-06
70	125	8.75196e-06
71	124	8.75196e-06
27	85	8.54615e-06
78	80	8.52384e-06
101	127	8.44036e-06
23	24	8.43707e-06
22	25	8.43707e-06
34	76	8.35661e-06
75	125	-8.31074e-06
47	71	-8.28342e-06
18	48	8.20735e-06
65	67	8.12148e-06
75	131	8.04102e-06
11	141	8.03581e-06
5	40	8.0294e-06
4	41	8.0294e-06
1	131	-7.96017e-06
105	145	7.83286e-06
4	140	7.79165e-06
5	85	7.78337e-06
90	122	7.76583e-06
21	57	7.72104e-06
24	99	7.71289e-06
25	98	7.71289e-06
120	125	7.64493e-06
121	124	7.64493e-06
65	75	-7.63899e-06
62	76	7.54881e-06
25	93	7.53058e-06
40	82	7.50047e-06
91	127	7.3805e-06
22	141	7.31039e-06
23	140	7.31039e-06
25	116	7.30209e-06
24	117	7.30209e-06
91	124	7.29385e-06
90	125	7.29385e-06
125	136	7.19055e-06
124	137	7.19055e-06
32	100	7.14119e-06
46	149	-7.13154e-06
47	148	-7.13154e-06
93	123	7.1312e-06
33	75	-7.12819e-06
11	13	7.12131e-06
30	84	7.07846e-06
25	75	-7.00557e-06
131	133	-6.98354e-06
37	139	6.89769e-06
83	142	6.89659e-06
82	143	6.89659e-06
14	62	6.88084e-06
47	124	-6.85491e-06
46	125	-6.85491e-06
128	135	6.81482e-06
129	134	6.81482e-06
4	93	6.68623e-06
5	92	6.68623e-06
67	123	6.66744e-06
67	124	6.65348e-06
66	125	6.65348e-06
3	117	-6.6193e-06
19	71	6.57795e-06
28	34	6.55695e-06
11	55	6.54444e-06
67	126	6.49366e-06
66	127	6.49366e-06
3	25	-6.34379e-06
45	127	6.28735e-06
62	140	6.28162e-06
1	148	6.2492e-06
0	149	6.2492e-06
140	143	6.24333e-06
141	142	6.24333e-06
13	41	6.24218e-06
74	127	-6.21204e-06
75	126	-6.21204e-06
45	76	6.07452e-06
44	77	6.07452e-06
36	110	6.07302e-06
32	90	6.06911e-06
32	145	6.05624e-06
33	144	6.05624e-06
55	128	5.99568e-06
54	129	5.99568e-06
15	101	5.91785e-06
4	66	5.9087e-06
10	32	5.82547e-06
47	75	5.75189e-06
10	84	5.72859e-06
80	84	5.72793e-06
64	69	5.65378e-06
65	68	5.65378e-06
12	93	5.56218e-06
13	92	5.56218e-06
33	66	5.54933e-06
32	67	5.54933e-06
39	127	5.53013e-06
101	122	5.48914e-06
100	123	5.48914e-06
81	143	5.43439e-06
48	98	5.42724e-06
44	100	5.42094e-06
24	32	5.40137e-06
55	64	5.3681e-06
54	65	5.3681e-06
55	126	5.28266e-06
54	127	5.28266e-06
31	127	5.25429e-06
70	131	-5.24863e-06
71	130	-5.24863e-06
91	104	5.21055e-06
90	105	5.21055e-06
49	59	5.20997e-06
41	141	5.05515e-06
24	143	5.05466e-06
25	142	5.05466e-06
64	106	5.04042e-06
2	50	4.97134e-06
64	72	4.94258e-06
37	129	4.93083e-06
38	62	4.90671e-06
121	145	4.897e-06
55	63	4.87356e-06
1	47	-4.72827e-06
44	84	4.71393e-06
58	84	4.70904e-06
126	142	4.70656e-06
32	55	4.6273e-06
33	54	4.6273e-06
33	64	4.61569e-06
32	65	4.61569e-06
48	137	4.57668e-06
49	136	4.57668e-06
13	25	4.53517e-06
24	62	4.52769e-06
115	129	4.52289e-06
5	83	4.492e-06
24	84	4.48574e-06
54	92	4.4333e-06
15	45	4.41936e-06
45	81	4.41455e-06
4	78	4.40842e-06
22	80	4.40444e-06
75	133	-4.40287e-06
70	124	4.37598e-06
27	84	4.27308e-06
26	85	4.27308e-06
83	101	4.22724e-06
100	127	4.22018e-06
101	126	4.22018e-06
22	24	4.21853e-06
74	125	-4.15537e-06
75	124	-4.15537e-06
46	71	-4.14171e-06
47	70	-4.14171e-06
19	45	4.12021e-06
64	67	4.06074e-06
65	66	4.06074e-06
45	67	4.03078e-06
74	131	4.02051e-06
75	130	4.02051e-06
10	141	4.01791e-06
11	140	4.01791e-06
4	40	4.0147e-06
81	127	4.00799e-06
0	131	-3.98008e-06
1	130	-3.98008e-06
65	77	3.95558e-06
105	144	3.91643e-06
104	145	3.91643e-06
5	84	3.89168e-06
4	85	3.89168e-06
29	105	3.87365e-06
21	56	3.86052e-06
20	57	3.86052e-06
24	98	3.85645e-06
25	125	3.84199e-06
120	124	3.82247e-06
64	75	-3.81949e-06
65	74	-3.81949e-06
24	93	3.76529e-06
25	92	3.76529e-06
90	127	3.69025e-06
91	126	3.69025e-06
19	83	3.67837e-06
65	123	3.6783e-06
22	140	3.6552e-06
24	116	3.65104e-06
90	124	3.64693e-06
124	136	3.59528e-06
46	148	-3.56577e-06
93	122	3.5656e-06
92	123	3.5656e-06
33	74	-3.5641e-06
32	75	-3.5641e-06
10	13	3.56066e-06
11	12	3.56066e-06
15	93	3.54308e-06
59	81	3.51713e-06
43	55	3.51391e-06
24	75	-3.50279e-06
25	74	-3.50279e-06
67	107	3.49407e-06
131	132	-3.49177e-06
130	133	-3.49177e-06
45	141	3.45503e-06
36	139	3.44884e-06
37	138	3.44884e-06
82	142	3.44829e-06
46	124	-3.42746e-06
128	134	3.40741e-06
123	133	3.40308e-06
123	125	3.3563e-06
4	92	3.34312e-06
67	122	3.33372e-06
66	123	3.33372e-06
66	124	3.32674e-06
91	121	3.31053e-06
2	117	-3.30965e-06
3	116	-3.30965e-06
18	71	3.28898e-06
19	70	3.28898e-06
11	54	3.27222e-06
10	55	3.27222e-06
19	101	3.24894e-06
66	126	3.24683e-06
2	25	-3.1719e-06
3	24	-3.1719e-06
43	129	3.15892e-06
15	67	3.15746e-06
45	126	3.14368e-06
44	127	3.14368e-06
65	127	3.12509e-06
0	148	3.1246e-06
140	142	3.12166e-06
13	40	3.12109e-06
12	41	3.12109e-06
27	91	3.11092e-06
74	126	-3.10602e-06
44	76	3.03726e-06
32	144	3.02812e-06
54	128	2.99784e-06
25	29	2.99589e-06
14	101	2.95892e-06
15	100	2.95892e-06
67	141	2.94975e-06
46	75	2.87594e-06
47	74	2.87594e-06
64	68	2.82689e-06
12	92	2.78109e-06
32	66	2.77467e-06
49	147	2.76944e-06
5	45	2.76532e-06
39	126	2.76506e-06
38	127	2.76506e-06
93	141	2.74741e-06
100	122	2.74457e-06
81	142	2.71719e-06
80	143	2.71719e-06
54	64	2.68405e-06
54	126	2.64133e-06
31	126	2.62714e-06
30	127	2.62714e-06
70	130	-2.62431e-06
90	104	2.60527e-06
49	58	2.60499e-06
48	59	2.60499e-06
25	39	2.60388e-06
45	129	2.58495e-06
23	115	2.57695e-06
25	79	2.57162e-06
23	85	2.56926e-06
45	65	2.54118e-06
63	65	2.53359e-06
41	140	2.52757e-06
40	141	2.52757e-06
24	142	2.52733e-06
75	145	-2.50581e-06
13	129	2.48547e-06
13	63	2.4815e-06
36	129	2.46542e-06
37	128	2.46542e-06
69	139	2.45163e-06
120	145	2.4485e-06
121	144	2.4485e-06
54	63	2.43678e-06
55	62	2.43678e-06
1	46	-2.36414e-06
0	47	-2.36414e-06
59	127	2.34219e-06
5	11	2.31667e-06
32	54	2.31365e-06
32	64	2.30785e-06
15	65	2.30502e-06
11	25	2.29789e-06
48	136	2.28834e-06
12	25	2.26759e-06
13	24	2.26759e-06
114	129	2.26144e-06
115	128	2.26144e-06
27	147	2.25109e-06
5	82	2.246e-06
4	83	2.246e-06
19	143	2.23454e-06
15	44	2.20968e-06
14	45	2.20968e-06
45	80	2.20727e-06
44	81	2.20727e-06
29	125	2.2063e-06
74	133	-2.20144e-06
75	132	-2.20144e-06
137	141	2.14694e-06
75	123	-2.1432e-06
33	105	2.14142e-06
26	84	2.13654e-06
31	143	2.13521e-06
5	19	2.12888e-06
125	133	2.12319e-06
83	100	2.11362e-06
82	101	2.11362e-06
100	126	2.11009e-06
93	115	2.09844e-06
33	93	2.08911e-06
101	143	2.08014e-06
74	124	-2.07768e-06
46	70	-2.07085e-06
73	129	2.0675e-06
19	44	2.06011e-06
18	45	2.06011e-06
64	66	2.03037e-06
45	66	2.01539e-06
44	67	2.01539e-06
74	130	2.01026e-06
10	140	2.00895e-06
80	127	2.004e-06
81	126	2.004e-06
0	130	-1.99004e-06
65	76	1.97779e-06
64	77	1.97779e-06
69	111	1.97052e-06
45	75	-1.96806e-06
25	77	1.96094e-06
104	144	1.95821e-06
15	27	1.95313e-06
4	84	1.94584e-06
79	83	1.93765e-06
28	105	1.93682e-06
29	104	1.93682e-06
20	56	1.93026e-06
24	125	1.921e-06
25	124	1.921e-06
25	83	1.91253e-06
64	74	-1.90975e-06
5	63	1.88794e-06
24	92	1.88265e-06
81	141	1.87468e-06
59	83	1.85555e-06
90	126	1.84513e-06
18	83	1.83918e-06
19	82	1.83918e-06
64	123	1.83915e-06
65	122	1.83915e-06
99	139	1.82918e-06
5	33	1.81324e-06
93	125	1.81266e-06
92	122	1.7828e-06
32	74	-1.78205e-06
10	12	1.78033e-06
15	92	1.77154e-06
14	93	1.77154e-06
59	80	1.75856e-06
58	81	1.75856e-06
43	54	1.75695e-06
42	55	1.75695e-06
33	85	1.75228e-06
24	74	-1.75139e-06
1	49	1.74753e-06
67	106	1.74704e-06
66	107	1.74704e-06
130	132	-1.74589e-06
67	85	1.73908e-06
44	141	1.72751e-06
45	140	1.72751e-06
36	138	1.72442e-06
49	121	1.72219e-06
67	129	1.71856e-06
123	132	1.70154e-06
122	133	1.70154e-06
77	91	1.68717e-06
19	147	1.6819e-06
122	125	1.67815e-06
123	124	1.67815e-06
91	145	1.66824e-06
66	122	1.66686e-06
115	133	1.66469e-06
90	121	1.65526e-06
91	120	1.65526e-06
2	116	-1.65482e-06
18	70	1.64449e-06
10	54	1.63611e-06
47	123	-1.63224e-06
18	101	1.62447e-06
19	100	1.62447e-06
41	63	1.6166e-06
41	67	1.60846e-06
2	24	-1.58595e-06
42	129	1.57946e-06
43	128	1.57946e-06
14	67	1.57873e-06
15	66	1.57873e-06
44	126	1.57184e-06
64	127	1.56254e-06
65	126	1.56254e-06
12	40	1.56055e-06
107	139	1.55975e-06
26	91	1.55546e-06
27	90	1.55546e-06
13	107	1.54188e-06
24	29	1.49794e-06
25	28	1.49794e-06
14	100	1.47946e-06
67	140	1.47488e-06
66	141	1.47488e-06
46	74	1.43797e-06
55	107	1.41116e-06
19	125	1.40425e-06
15	91	1.40272e-06
49	146	1.38472e-06
48	147	1.38472e-06
4	45	1.38266e-06
5	44	1.38266e-06
38	126	1.38253e-06
92	141	1.37371e-06
93	140	1.37371e-06
21	69	1.37069e-06
5	125	1.36456e-06
80	142	1.3586e-06
137	145	1.33256e-06
30	126	1.31357e-06
25	137	1.31002e-06
48	58	1.30249e-06
25	38	1.30194e-06
24	39	1.30194e-06
44	129	1.29248e-06
45	128	1.29248e-06
77	105	1.28865e-06
22	115	1.28848e-06
23	114	1.28848e-06
25	78	1.28581e-06
24	79	1.28581e-06
22	85	1.28463e-06
23	84	1.28463e-06
23	129	1.28421e-06
77	141	1.27877e-06
45	64	1.27059e-06
44	65	1.27059e-06
62	65	1.2668e-06
63	64	1.2668e-06
40	140	1.26379e-06
89	115	1.25304e-06
74	145	-1.25291e-06
75	144	-1.25291e-06
13	128	1.24273e-06
12	129	1.24273e-06
12	63	1.24075e-06
13	62	1.24075e-06
36	128	1.23271e-06
69	138	1.22582e-06
68	139	1.22582e-06
120	144	1.22425e-06
85	91	1.22315e-06
54	62	1.21839e-06
49	145	1.20524e-06
69	129	1.20423e-06
15	41	1.19225e-06
0	46	-1.18207e-06
59	126	1.1711e-06
58	127	1.1711e-06
5	10	1.15834e-06
4	11	1.15834e-06
47	65	-1.15527e-06
15	64	1.15251e-06
14	65	1.15251e-06
10	25	1.14894e-06
11	24	1.14894e-06
51	87	1.14222e-06
12	24	1.13379e-06
114	128	1.13072e-06
23	33	1.12639e-06
26	147	1.12554e-06
27	146	1.12554e-06
25	45	1.12373e-06
4	82	1.123e-06
85	101	1.12242e-06
18	143	1.11727e-06
19	142	1.11727e-06
77	101	1.10863e-06
14	44	1.10484e-06
44	80	1.10364e-06
28	125	1.10315e-06
29	124	1.10315e-06
74	132	-1.10072e-06
136	141	1.07347e-06
137	140	1.07347e-06
74	123	-1.0716e-06
75	122	-1.0716e-06
33	104	1.07071e-06
32	105	1.07071e-06
31	142	1.0676e-06
30	143	1.0676e-06
5	18	1.06444e-06
4	19	1.06444e-06
67	73	1.06414e-06
124	133	1.06159e-06
125	132	1.06159e-06
82	100	1.05681e-06
93	114	1.04922e-06
92	115	1.04922e-06
33	92	1.04455e-06
32	93	1.04455e-06
100	143	1.04007e-06
101	142	1.04007e-06
29	127	1.03446e-06
72	129	1.03375e-06
73	128	1.03375e-06
18	44	1.03005e-06
129	139	1.02201e-06
11	115	1.01487e-06
44	66	1.0077e-06
3	75	1.00709e-06
80	126	1.002e-06
64	76	9.88896e-07
85	141	9.85359e-07
69	110	9.85261e-07
68	111	9.85261e-07
45	74	-9.84029e-07
44	75	-9.84029e-07
65	101	9.83795e-07
25	76	9.80471e-07
24	77	9.80471e-07
15	26	9.76566e-07
14	27	9.76566e-07
19	31	9.75829e-07
78	83	9.68823e-07
79	82	9.68823e-07
28	104	9.68411e-07
45	71	9.67626e-07
55	141	9.6556e-07
49	91	9.64298e-07
24	124	9.60498e-07
93	101	9.5698e-07
121	139	9.56523e-07
24	83	9.56265e-07
25	82	9.56265e-07
99	141	9.54803e-07
