2	55	8
2	52	-8
2	49	-8
2	46	8
7	11	8
2	43	-8
2	37	8
7	14	-8
2	34	-8
2	31	8
5	25	8
7	17	-8
2	28	-8
7	20	-8
2	25	-8
7	23	8
7	26	-8
4	14	8
1	44	-8
4	11	-8
1	47	8
4	8	-8
8	25	-8
1	50	-8
1	56	8
2	4	-8
2	7	8
2	13	-8
2	16	-8
2	19	-8
1	53	-8
4	35	8
1	29	-8
5	43	8
8	37	8
5	31	-8
4	44	8
5	22	-8
8	34	-8
4	47	-8
4	41	-8
5	13	8
5	34	8
5	19	8
4	53	8
8	40	8
8	31	8
0	2	8
5	37	-8
4	56	-8
5	28	8
8	28	-8
4	38	-8
5	16	8
5	10	-8
5	40	-8
5	7	-8
14	51	4.00152
12	53	4.00152
13	52	4.00152
16	43	4
17	42	4
15	44	4
2	21	4
0	23	4
1	22	4
19	52	4
18	53	4
20	51	4
1	10	4
2	9	4
0	11	4
3	50	4
4	49	4
5	48	4
1	40	4
0	41	4
2	39	4
11	39	4
9	41	4
10	40	4
14	18	4
12	20	4
13	19	4
10	37	4
11	36	4
9	38	4
19	46	-4
19	40	-4
25	46	-4
25	43	4
27	41	-4
25	40	-4
27	44	4
5	24	4
3	44	4
19	43	4
25	37	-4
27	47	-4
24	53	4
25	34	4
3	41	-4
28	34	4
5	15	4
24	56	-4
3	47	-4
27	50	4
27	53	4
27	56	-4
25	28	4
28	31	-4
25	31	-4
3	23	-4
25	52	4
19	31	-4
3	20	4
26	54	-4
26	48	4
5	21	-4
26	45	-4
3	26	4
19	34	4
26	42	4
27	28	4
3	29	4
3	17	4
19	28	4
25	49	4
27	32	-4
26	36	-4
19	37	-4
3	32	-4
26	33	4
3	35	4
26	30	-4
27	35	4
26	27	4
3	38	-4
25	55	-4
27	38	-4
26	51	4
5	18	4
26	39	-4
24	50	4
3	56	-4
19	49	4
22	28	-4
22	31	4
4	43	4
20	42	4
22	34	-4
4	28	4
22	37	4
22	40	4
20	39	-4
22	43	-4
4	46	-4
4	25	4
22	46	4
8	45	4
22	49	-4
4	31	-4
20	45	-4
22	25	-4
21	56	4
20	54	-4
4	34	4
21	22	4
21	26	-4
4	37	-4
21	29	-4
21	32	4
20	36	-4
21	35	-4
20	48	4
21	41	4
21	44	-4
21	47	4
4	40	-4
21	50	-4
21	53	-4
21	38	4
22	52	-4
3	14	4
20	33	4
5	9	-4
19	55	-4
4	7	-4
23	45	4
23	48	-4
23	51	-4
3	53	4
23	42	-4
23	54	4
24	29	4
24	32	-4
24	35	4
24	38	-4
5	12	4
24	41	-4
24	44	4
24	25	4
24	47	-4
4	10	-4
20	21	-4
4	22	-4
22	55	4
4	52	4
23	24	-4
20	30	-4
4	19	4
20	27	4
23	39	4
23	27	-4
20	24	4
23	30	4
4	16	4
23	33	-4
5	6	-4
4	13	4
23	36	4
4	55	-4
28	37	-4
30	35	-4
28	43	4
39	47	4
39	50	-4
39	53	-4
39	56	4
40	43	-4
40	46	4
0	53	-4
40	49	-4
39	44	-4
40	52	-4
0	50	-4
41	42	-4
41	45	4
0	47	4
41	48	-4
0	44	-4
41	51	-4
41	54	4
40	55	4
0	56	4
39	40	4
1	4	-4
36	50	-4
36	53	-4
36	56	4
37	40	4
37	43	-4
37	46	4
1	19	-4
37	49	-4
37	52	-4
37	55	4
1	16	-4
38	39	4
38	42	-4
1	13	-4
38	45	4
38	48	-4
1	7	4
38	51	-4
38	54	4
42	43	4
36	47	4
42	47	-4
42	53	4
47	51	-4
0	17	-4
47	54	4
48	49	4
0	14	-4
48	53	4
48	56	-4
49	52	4
0	20	-4
49	55	-4
50	54	-4
0	8	4
51	52	4
51	56	-4
0	5	-4
52	55	-4
53	54	-4
54	55	4
50	51	4
47	48	-4
46	55	4
46	52	-4
42	56	-4
0	38	4
43	46	-4
43	49	4
43	52	4
0	35	-4
43	55	-4
44	45	-4
0	32	4
44	48	4
44	51	4
0	29	-4
44	54	-4
0	26	-4
45	46	4
45	50	-4
45	53	-4
45	56	4
46	49	-4
42	50	4
36	44	-4
36	41	4
36	37	4
30	31	4
30	38	4
30	41	4
30	44	-4
30	47	4
30	50	-4
30	53	-4
30	56	4
2	33	-4
2	30	4
31	37	4
2	27	-4
31	40	4
31	43	-4
2	24	-4
31	46	4
31	49	-4
31	52	-4
31	34	-4
29	54	-4
2	36	4
29	51	4
3	11	-4
28	46	-4
28	49	4
28	52	4
3	8	-4
28	55	-4
29	30	-4
29	33	4
3	4	4
29	36	-4
2	54	4
29	39	-4
2	51	-4
29	42	4
2	48	-4
29	45	-4
2	45	4
29	48	4
2	42	-4
2	18	-4
31	55	4
32	33	-4
2	15	-4
34	40	-4
34	43	4
34	46	-4
1	43	-4
34	49	4
34	52	4
34	55	-4
35	36	-4
1	37	4
35	39	-4
35	42	4
1	34	-4
35	45	-4
1	31	4
35	48	4
35	51	4
1	28	-4
35	54	-4
1	25	-4
1	46	4
28	40	-4
34	37	-4
33	53	4
32	36	4
2	12	-4
32	39	4
2	6	4
32	42	-4
2	3	-4
32	45	4
1	55	4
32	48	-4
32	51	-4
1	52	-4
32	54	4
1	49	-4
33	34	4
33	38	-4
33	41	-4
33	44	4
33	47	-4
33	50	4
33	56	-4
19	25	4
0	1	4
19	22	-4
8	9	4
15	50	4
11	12	-4
7	55	4
11	15	-4
11	18	-4
15	47	-4
7	52	-4
11	21	4
7	49	-4
11	24	-4
15	41	-4
10	55	4
11	27	-4
7	46	4
11	30	4
7	43	-4
15	35	4
11	33	-4
7	40	4
7	37	4
15	32	-4
11	42	-4
11	45	4
15	29	4
7	34	-4
15	38	-4
11	48	-4
10	52	-4
10	49	-4
8	27	-4
16	46	-4
10	22	4
6	20	-4
10	25	-4
16	40	-4
16	37	-4
8	24	-4
6	23	4
16	34	4
10	28	-4
16	31	-4
8	12	-4
16	28	4
6	26	-4
16	25	4
8	21	4
16	22	-4
10	34	-4
8	18	-4
16	19	4
10	43	-4
6	29	-4
15	56	-4
8	15	-4
10	46	4
10	31	4
16	49	4
15	26	4
11	51	-4
13	16	4
14	33	4
6	47	4
13	22	-4
14	30	-4
7	22	4
6	50	-4
14	27	4
14	24	4
6	53	-4
13	25	4
14	21	-4
14	36	-4
6	56	4
14	15	4
13	55	-4
13	28	4
7	13	-4
13	49	4
13	46	-4
13	31	-4
13	43	4
7	19	-4
7	16	-4
13	34	4
13	40	-4
7	10	4
7	31	4
7	25	-4
12	56	-4
11	54	4
15	23	-4
7	28	-4
15	20	4
12	13	4
12	17	4
15	16	4
6	32	4
14	54	-4
12	23	-4
12	26	4
6	35	-4
6	44	-4
12	29	4
12	32	-4
6	38	4
12	35	4
14	45	-4
12	38	-4
12	41	-4
12	44	4
14	42	4
6	41	4
12	47	-4
12	50	4
14	39	-4
14	48	4
10	19	-4
15	53	4
13	37	-4
5	54	-4
18	32	-4
9	20	-4
18	35	4
17	33	4
6	7	4
18	38	-4
9	17	-4
18	23	-4
18	41	-4
9	44	-4
17	27	4
18	44	4
9	14	-4
9	47	4
6	11	4
18	47	-4
9	35	-4
9	23	4
17	36	-4
9	32	4
9	29	-4
18	19	4
5	30	-4
18	26	4
17	54	-4
5	33	4
17	51	4
5	36	-4
9	50	-4
16	52	4
5	39	-4
17	45	-4
9	26	-4
5	42	4
5	45	-4
17	39	-4
5	51	4
18	29	4
17	48	4
8	33	-4
17	30	-4
8	39	4
5	27	4
16	55	-4
8	30	4
8	42	-4
9	53	-4
8	48	-4
18	50	4
8	36	4
10	13	-4
6	17	-4
17	18	4
17	21	-4
9	56	4
10	16	-4
8	54	4
9	10	4
6	14	-4
17	24	4
18	56	-4
8	51	-4
13	51	2.00076
12	52	2.00076
16	42	2
15	43	2
0	22	2
1	21	2
19	51	2
18	52	2
1	9	2
0	10	2
4	48	2
3	49	2
1	39	2
0	40	2
10	39	2
9	40	2
12	19	2
13	18	2
9	37	2
10	36	2
48	52	2
13	21	-2
12	31	-2
9	16	-2
30	55	2
33	40	-2
31	45	2
49	54	-2
46	54	2
30	52	-2
7	18	-2
51	55	-2
33	43	2
31	39	2
33	46	-2
30	49	-2
13	36	-2
12	28	2
33	49	2
9	13	-2
33	52	2
13	24	2
33	55	-2
31	42	-2
7	21	2
12	25	2
34	36	-2
46	51	-2
49	51	2
9	19	-2
33	37	-2
31	48	-2
12	49	2
12	55	-2
48	55	-2
13	27	2
12	46	-2
52	54	-2
0	16	-2
31	36	2
0	7	2
12	43	2
0	13	-2
9	22	2
12	40	-2
1	54	2
13	30	-2
0	4	-2
12	37	-2
1	51	-2
31	54	2
0	19	-2
13	15	2
31	33	-2
12	34	2
9	25	-2
31	51	-2
7	24	-2
13	33	2
1	48	-2
12	22	-2
10	18	-2
9	28	-2
10	33	-2
1	3	-2
42	49	2
42	52	2
1	6	2
10	42	-2
42	55	-2
9	49	-2
43	45	-2
10	45	2
1	12	-2
10	48	-2
0	37	2
30	46	2
1	15	-2
10	51	-2
43	48	2
10	54	2
37	54	2
9	52	-2
42	46	-2
39	43	-2
39	46	2
40	54	2
0	49	-2
40	51	-2
0	52	-2
10	21	2
10	15	-2
40	48	-2
10	24	-2
40	45	2
9	46	2
0	46	2
0	55	2
10	12	-2
39	55	2
0	43	-2
10	27	-2
39	52	-2
9	55	2
39	49	-2
10	30	2
40	42	-2
43	51	2
37	51	-2
1	18	-2
7	42	-2
7	39	2
1	30	2
7	36	2
45	52	-2
1	33	-2
7	33	-2
9	31	2
7	30	2
1	27	-2
45	55	2
7	27	-2
34	51	2
1	42	-2
34	48	2
12	16	2
46	48	-2
34	45	-2
34	42	2
1	45	2
34	54	-2
34	39	-2
45	49	-2
7	45	2
43	54	-2
37	48	-2
9	43	-2
37	45	2
7	54	2
0	34	-2
37	42	-2
37	39	2
7	51	-2
0	25	-2
0	31	2
36	52	-2
0	28	-2
36	49	-2
7	48	-2
36	46	2
36	43	-2
9	34	-2
36	40	2
1	24	-2
36	55	2
1	36	2
22	48	-2
30	43	-2
15	55	-2
24	28	2
16	18	2
3	52	2
6	28	-2
3	55	-2
16	21	-2
4	6	-2
16	24	2
4	9	-2
16	27	2
24	31	-2
6	25	-2
16	30	-2
16	33	2
4	15	2
16	36	-2
4	18	2
6	22	2
16	39	-2
4	21	-2
22	54	2
22	51	-2
16	45	-2
4	12	2
6	19	-2
24	37	-2
24	40	-2
15	31	-2
25	54	-2
25	51	2
3	40	-2
15	34	2
25	48	2
25	45	-2
15	37	-2
25	42	2
3	43	2
25	39	-2
15	52	2
15	40	-2
25	33	2
3	46	-2
25	30	-2
25	27	2
15	46	-2
24	55	-2
24	52	2
24	49	2
15	49	2
24	46	-2
24	43	2
25	36	-2
4	24	2
16	48	2
22	45	2
4	45	-2
18	22	-2
18	25	2
4	51	2
18	28	2
4	54	-2
18	31	-2
18	34	2
18	37	-2
19	54	-2
18	40	-2
4	42	2
18	43	2
19	45	-2
18	46	-2
19	42	2
18	49	2
19	39	-2
19	36	-2
19	33	2
18	55	-2
19	30	-2
19	21	-2
19	27	2
19	48	2
4	39	-2
4	36	-2
4	33	2
22	42	-2
16	51	2
22	39	2
4	27	2
22	36	2
16	54	-2
22	33	-2
6	16	-2
22	30	2
4	30	-2
22	27	-2
22	24	-2
6	13	-2
21	55	2
21	52	-2
21	49	-2
6	10	2
21	46	2
21	43	-2
21	40	2
21	37	2
21	34	-2
21	31	2
21	28	-2
21	25	-2
3	37	-2
15	28	2
24	34	2
28	33	2
7	15	-2
27	49	2
6	31	2
13	45	-2
3	19	2
13	48	2
28	51	2
6	40	2
7	12	-2
28	45	-2
28	30	-2
27	31	-2
13	54	-2
27	40	-2
3	16	2
3	10	-2
7	9	2
6	55	2
27	55	-2
27	34	2
6	34	-2
6	52	-2
28	48	2
27	52	2
27	37	-2
6	37	2
13	42	2
6	49	-2
30	40	2
3	28	2
3	31	-2
15	22	-2
3	22	-2
30	37	2
3	13	2
27	46	-2
3	25	2
28	42	2
28	54	-2
6	46	2
6	43	-2
3	7	-2
15	19	2
13	39	-2
15	25	2
28	39	-2
30	34	-2
19	24	2
28	36	-2
3	34	2
27	43	2
12	51	1.00038
15	42	1
0	21	1
18	51	1
0	9	1
3	48	1
0	39	1
9	39	1
12	18	1
9	36	1
6	45	1
0	30	1
21	30	1
3	9	-1
0	27	-1
9	45	1
0	33	-1
9	42	-1
21	36	1
21	39	1
6	9	1
0	36	1
21	42	-1
21	45	1
12	54	-1
9	48	-1
21	48	-1
3	12	1
42	54	-1
21	33	-1
21	27	-1
3	36	-1
45	48	-1
48	54	-1
18	39	-1
18	42	1
0	12	-1
9	15	-1
18	45	-1
9	12	-1
30	36	1
9	18	-1
18	48	1
0	6	1
51	54	-1
30	39	1
18	54	-1
30	51	-1
0	3	-1
30	48	-1
30	42	-1
30	54	1
9	33	-1
48	51	1
0	15	-1
21	24	-1
45	51	-1
45	54	1
6	48	-1
9	30	1
0	24	-1
18	21	-1
3	6	-1
18	36	-1
18	24	1
6	51	-1
18	27	1
6	54	1
9	24	-1
18	30	-1
0	18	-1
9	21	1
18	33	1
21	51	-1
9	27	-1
12	45	-1
9	51	-1
3	21	-1
24	54	-1
24	51	1
15	48	1
3	18	1
24	48	1
12	21	-1
27	30	-1
24	45	-1
15	45	-1
24	42	1
6	33	-1
24	39	-1
27	33	1
12	24	1
24	36	-1
30	45	1
24	33	1
15	54	-1
24	30	-1
15	51	1
33	54	-1
6	30	1
36	51	-1
15	27	1
15	30	-1
3	33	1
3	39	-1
15	33	1
3	30	-1
15	24	1
15	36	-1
3	42	1
36	54	1
3	27	1
15	21	-1
36	42	-1
3	24	1
15	39	-1
36	45	1
12	15	1
36	48	-1
3	45	-1
15	18	1
36	39	1
42	51	1
24	27	1
27	36	-1
27	51	1
27	54	-1
12	36	-1
0	51	-1
6	18	-1
6	39	1
12	39	-1
0	48	-1
12	42	1
12	33	1
3	15	1
6	15	-1
0	42	-1
6	42	-1
9	54	1
12	48	1
42	45	-1
6	12	-1
42	48	1
21	54	1
0	45	1
3	51	1
6	21	1
27	48	1
33	51	1
3	54	-1
12	27	1
27	39	-1
33	48	1
6	27	-1
39	42	-1
6	36	1
33	45	-1
0	54	1
39	45	1
39	48	-1
33	42	1
6	24	-1
39	51	-1
12	30	-1
27	45	-1
39	54	1
33	39	-1
33	36	-1
27	42	1
30	33	-1
